,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1265,PS4,2014.0,Adventure,Telltale Games,0.12,0.25,0.02,0.07,0.46,,,,,Telltale Games,M
1266,2600,1983.0,Action,Atari,0.43,0.03,0.0,0.0,0.46,,,,,,
1267,PS2,2003.0,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,,,,,,
1268,GBA,2001.0,Action,THQ,0.33,0.12,0.0,0.01,0.46,,,,,THQ,E
1269,DS,2008.0,Action,Capcom,0.22,0.0,0.22,0.02,0.46,,,,,,
1270,PS2,2002.0,Misc,Hudson Soft,0.0,0.0,0.46,0.0,0.46,,,,,,
1271,WiiU,2015.0,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46,,,,,Disney Interactive Studios,Seven
1272,PS,1999.0,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46,,,,,Virgin Interactive Entertainment (Europe) Ltd.,T
1273,SNES,1978.0,Shooter,Taito,0.0,0.0,0.46,0.0,0.46,,,,,,
1274,GBA,2003.0,Role-Playing,Nintendo,0.0,0.0,0.45,0.01,0.46,,,,,Ape,CERO_A
1275,PS,1995.0,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46,,,,,SingleTrac,E
1276,PS3,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45,,,,,Namco Tales Studio,CERO_B
1277,GBA,2005.0,Platform,THQ,0.33,0.12,0.0,0.01,0.45,,,,,,
1278,DS,2008.0,Platform,Take-Two Interactive,0.26,0.15,0.0,0.03,0.45,,,,,High Voltage Software,E
1279,PS,1999.0,Shooter,Atari,0.25,0.17,0.0,0.03,0.45,,,,,Meyer / Glass Interactive,E
1280,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,
1281,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,
1282,SNES,1995.0,Sports,Epoch,0.0,0.0,0.45,0.0,0.45,,,,,,
1283,X360,2009.0,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.45,,,,,Midway Games,T
1284,GC,2002.0,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45,,,,,Sonic Team,Twelve
1285,2600,1985.0,Puzzle,Activision,0.42,0.03,0.0,0.0,0.45,,,,,Sega,
1286,PS,1998.0,Sports,989 Studios,0.25,0.17,0.0,0.03,0.45,,,,,,E
1287,PS,1998.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,,,,Namco,
1288,2600,1981.0,Simulation,Atari,0.42,0.02,0.0,0.0,0.45,,,,,,
1289,X360,2008.0,Strategy,Electronic Arts,0.18,0.23,0.0,0.05,0.45,,,,,EA Los Angeles,T
1290,DS,2005.0,Simulation,Rising Star Games,0.4,0.05,0.0,0.0,0.45,,,,,,
1291,PS,1998.0,Action,Activision,0.25,0.17,0.0,0.03,0.45,,,,,Neversoft Entertainment,T
1292,GBA,2004.0,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01,0.45,,,,,Konami,Three
1293,PSV,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45,,,,,Shift,
1294,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.45,,,,,WB Games,E10
1295,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,Konami Computer Entertainment Tokyo,
1296,PS2,2003.0,Action,THQ,0.22,0.17,0.0,0.06,0.45,,,,,Eurocom Entertainment Software,Twelve
1297,SNES,1993.0,Fighting,Takara,0.0,0.0,0.45,0.0,0.45,,,,,SNK,T
1298,N64,1998.0,Action,GT Interactive,0.36,0.08,0.0,0.01,0.45,,,,,Point of View,E10
1299,N64,2000.0,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45,,,,,Nintendo,E
1300,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45,,,,,,
1301,DS,2010.0,Puzzle,D3Publisher,0.37,0.05,0.0,0.03,0.45,,,,,D3Publisher,E
1302,PS,1995.0,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45,,,,,,
1303,2600,1978.0,Action,Atari,0.42,0.02,0.0,0.0,0.45,,,,,,
1304,PS,1995.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,,,,Bandai,
1305,X360,2008.0,Fighting,Midway Games,0.26,0.15,0.0,0.04,0.45,,,,,Midway Games,Sixteen
1306,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.39,0.45,,,,,SCE London Studio,Twelve
1307,PS,1999.0,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45,,,,,Square,
1308,PS2,2008.0,Misc,Disney Interactive Studios,0.09,0.02,0.0,0.34,0.45,,,,,,
1309,PS,1994.0,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45,,,,,,
1310,2600,1987.0,Shooter,Atari,0.42,0.02,0.0,0.0,0.45,,,,,,
1311,PS,2000.0,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45,,,,,Eidos Interactive,E
1312,PS,1996.0,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45,,,,,Konami,M
1313,PS3,2015.0,Action,Disney Interactive Studios,0.16,0.21,0.0,0.07,0.45,,,,,Disney Interactive Studios,Seven
1314,Wii,2010.0,Misc,Nordic Games,0.0,0.39,0.0,0.06,0.45,,,,,Le Cortex,
1315,2600,1981.0,Action,Tigervision,0.42,0.03,0.0,0.0,0.45,,,,,,
1316,PS2,2004.0,Action,THQ,0.22,0.17,0.0,0.06,0.45,,,,,A2M,E
1317,PS2,2004.0,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,,,,,Konami,E
1318,PS2,2005.0,Misc,Sony Computer Entertainment,0.37,0.01,0.0,0.06,0.44,,,,,,
1319,N64,1999.0,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44,,,,,EA Sports,E
1320,PS2,2005.0,Misc,THQ,0.37,0.01,0.0,0.06,0.44,,,,,WayForward Technologies,Three
1321,DS,2009.0,Action,Activision,0.26,0.14,0.0,0.04,0.44,,,,,,
1322,XB,2006.0,Action,Electronic Arts,0.33,0.1,0.0,0.02,0.44,,,,,,
1323,PS,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03,0.44,,,,,Namco,
1324,GBA,2003.0,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44,,,,,,
1325,PS,1997.0,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44,,,,,Radical Entertainment,E
1326,PS,1999.0,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,,,,,Square Electronic Arts,E
1327,XOne,2014.0,Action,Disney Interactive Studios,0.25,0.15,0.0,0.04,0.44,,,,,Avalanche Software,Seven
1328,PS2,2005.0,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,,
1329,PS,2000.0,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44,,,,,Namco,E
1330,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,,,,,Activision,USK_16
1331,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44,,,,,,
1332,X360,2014.0,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.44,,,,,Lionhead Studios,M
1333,NES,1991.0,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,,,,,Hudson Soft,E
1334,N64,1997.0,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44,,,,,Eurocom Entertainment Software,M
1335,DS,2011.0,Action,Activision,0.32,0.08,0.0,0.03,0.44,,,,,,
1336,DS,2004.0,Simulation,Electronic Arts,0.4,0.01,0.02,0.0,0.44,,,,,,
1337,GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.01,0.44,,,,,WayForward Technologies,Three
1338,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44,,,,,Banpresto,
1339,PS,2001.0,Action,3DO,0.24,0.17,0.0,0.03,0.44,,,,,,T
1340,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
1341,PS,2000.0,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44,,,,,,E
1342,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44,,,,,,
1343,2600,1982.0,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,,,,,,
1344,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,Bandai Namco Entertainment,
1345,GBA,2003.0,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,,,,,Majesco Entertainment,E
1346,Wii,2009.0,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44,,,,,,
1347,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.38,0.44,,,,,SCE London Studio,
1348,SAT,1996.0,Adventure,Sega,0.0,0.0,0.44,0.0,0.44,,,,,"Sega Enterprises, Ltd.",
1349,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,,,,,Bandai,
1350,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
1351,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.25,0.0,0.07,0.44,,,,,SCEE London Studio,T
1352,Wii,2010.0,Sports,Konami Digital Entertainment,0.35,0.05,0.0,0.03,0.44,,,,,,E10
1353,X360,2011.0,Racing,Electronic Arts,0.18,0.21,0.0,0.04,0.43,,,,,Slightly Mad Studios,Three
1354,PSP,2009.0,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,,,,,,E
1355,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,,,,,EA Sports,E
1356,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43,,,,,Treyarch,T
1357,GBA,2005.0,Simulation,THQ,0.31,0.12,0.0,0.01,0.43,,,,,,
1358,PS4,2014.0,Action,Square Enix,0.16,0.2,0.0,0.07,0.43,,,,,Bandai Namco Entertainment,Eighteen
1359,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0,0.43,,,,,Sega,E
1360,3DS,2016.0,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,,,,,Nintendo,Twelve
1361,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.34,0.0,0.1,0.43,,,,,,
1362,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,,,,,
1363,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,,,,,BAM! Entertainment,E
1364,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,,,,,,
1365,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,,,,,Dimps,T
1366,GBA,2004.0,Misc,,0.31,0.11,0.0,0.01,0.43,,,,,,
1367,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,,,,,Nintendo,E
1368,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,,,,,Midway Games,E
1369,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,,,,,,
1370,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,,,,,UEP Systems,Three
1371,PS4,2015.0,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76.0,54.0,8,267.0,MachineGames,Eighteen
1372,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43,,,,,Infrogrames,E
1373,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,,,,,
1374,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42,,,,,,
1375,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42,,,,,,
1376,PS,1999.0,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42,,,,,,
1377,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,
1378,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42,,,,,Traveller's Tales,E
1379,DS,2011.0,Misc,THQ,0.34,0.05,0.0,0.03,0.42,,,,,THQ,E
1380,X360,2007.0,Strategy,Electronic Arts,0.35,0.04,0.0,0.03,0.42,,,,,EA Los Angeles,T
1381,Wii,2009.0,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42,,,,,Treasure,T
1382,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,,,,,Nintendo,
1383,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,,,,,,E
1384,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,,,,,Entertainment Software Publishings,T
1385,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,,,,,Konami,E
1386,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,,,,,THQ,E10
1387,PS,1998.0,Racing,TYO,0.23,0.16,0.0,0.03,0.42,,,,,,
1388,PSV,2011.0,Sports,Sega,0.04,0.28,0.01,0.09,0.42,,,,,,
1389,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,,,,,G-Craft,T
1390,DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0,0.42,,,,,,
1391,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,Capcom,GRAC_Twelve
1392,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42,,,,,,
1393,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,,,,,Krome Studios,E
1394,N64,2001.0,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,,,,,Nintendo,E
1395,N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,,,,,,
1396,N64,2000.0,Shooter,3DO,0.34,0.07,0.0,0.0,0.42,,,,,The 3DO Company,T
1397,N64,1998.0,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42,,,,,Midway Games,E
1398,N64,2000.0,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42,,,,,Midway,E
1399,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,
1400,GBA,2004.0,Misc,,0.3,0.11,0.0,0.01,0.42,,,,,,
1401,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,
1402,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,508.0,Deep Silver,Eighteen
1403,GC,2005.0,Puzzle,Sega,0.32,0.08,0.0,0.01,0.42,,,,,,
1404,PS,1998.0,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,,,,,KCE,
1405,GBA,2001.0,Platform,THQ,0.3,0.11,0.0,0.01,0.42,,,,,THQ,E
1406,XB,2006.0,Action,THQ,0.31,0.09,0.0,0.01,0.42,,,,,,
1407,XB,2004.0,Role-Playing,Electronic Arts,0.31,0.09,0.0,0.01,0.42,,,,,EA Redwood Shores,Twelve
1408,PS,1997.0,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,,,,,,
1409,Wii,2007.0,Adventure,Nintendo,0.18,0.16,0.03,0.04,0.42,,,,,Capcom,E
1410,SAT,1995.0,Fighting,Sega,0.0,0.0,0.42,0.0,0.42,,,,,,
1411,PS2,2003.0,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,,,,,Acclaim Entertainment,E
1412,PS2,2003.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,,,,,
1413,GBA,2001.0,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41,,,,,BAM! Entertainment,E
1414,GBA,2001.0,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41,,,,,THQ,E
1415,DC,1999.0,Racing,Sega,0.0,0.0,0.41,0.0,0.41,,,,,Sega AM5,E
1416,PS,1998.0,Shooter,Activision,0.23,0.16,0.0,0.03,0.41,,,,,,
1417,PS,2000.0,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,,,,,,E
1418,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,,,,,Capcom,
1419,PS,1999.0,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41,,,,,,
1420,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41,,,,,,
1421,SAT,1995.0,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,,,,,Bandai,
1422,DS,2007.0,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41,,,,,Square Enix,
1423,DS,2009.0,Shooter,Activision,0.36,0.02,0.0,0.03,0.41,,,,,Activision,Sixteen
1424,SAT,1996.0,Adventure,Sega,0.0,0.0,0.41,0.0,0.41,,,,,,
1425,PSP,2007.0,Strategy,Konami Digital Entertainment,0.03,0.19,0.1,0.1,0.41,,,,,,E
1426,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,,,,,Blue Tongue Entertainment,Three
1427,PS,1996.0,Racing,Pioneer LDC,0.23,0.16,0.0,0.03,0.41,,,,,Papyrus Design Group,E
1428,Wii,2009.0,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41,,,,,,
1429,PS2,2002.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41,,,,,Millennium Kitchen,
1430,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41,,,,,Westwood Studios,T
1431,N64,1999.0,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41,,,,,Dual Corporation,Twelve
1432,N64,1999.0,Action,Titus,0.33,0.07,0.0,0.0,0.41,,,,,Titus Software,E
1433,NES,1985.0,Puzzle,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,,,,,,
1434,PS2,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,,,,,
1435,PS,1997.0,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,,,,,FromSoftware,T
1436,PS,1999.0,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,,,,,Taito,
1437,PS2,2006.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,,,,Sony Computer Entertainment,E10
1438,PSP,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,,,,,Namco Bandai Games,CERO_B
1439,PS,1996.0,Misc,Empire Interactive,0.23,0.15,0.0,0.03,0.41,,,,,Empire Interactive,E
1440,PS,1998.0,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41,,,,,,
1441,DS,2008.0,Simulation,Rising Star Games,0.21,0.05,0.13,0.02,0.41,,,,,Marvelous Interactive,E
1442,GBA,2001.0,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41,,,,,,
1443,PSP,2010.0,Misc,Sega,0.0,0.0,0.41,0.0,0.41,,,,,Dingo,CERO_B
1444,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.41,0.0,0.41,,,,,,
1445,PS3,2008.0,Sports,Electronic Arts,0.08,0.26,0.0,0.06,0.41,,,,,,
1446,SNES,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41,,,,,,
1447,XOne,2014.0,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.41,,,,,Ubisoft San Francisco,Twelve
1448,WiiU,2013.0,Role-Playing,Square Enix,0.0,0.0,0.41,0.0,0.41,,,,,Square Enix Product Development Division 9,CERO_A
1449,PS,2003.0,Misc,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,,,,,,
1450,2600,1983.0,Adventure,Atari,0.38,0.02,0.0,0.0,0.4,,,,,,
1451,2600,1981.0,Action,Coleco,0.38,0.02,0.0,0.0,0.4,,,,,,
1452,PS4,2016.0,Role-Playing,Square Enix,0.04,0.11,0.22,0.03,0.4,,,,,,
1453,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4,,,,,,
1454,PS3,2008.0,Fighting,Midway Games,0.22,0.12,0.0,0.06,0.4,,,,,Midway Games,Sixteen
1455,Wii,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,,,,,,
1456,2600,1982.0,Action,Sega,0.37,0.02,0.0,0.0,0.4,,,,,,
1457,PS2,2008.0,Action,Tecmo Koei,0.0,0.0,0.4,0.0,0.4,,,,,,
1458,PS,1997.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,,,,,MuuMuu,
1459,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,,,,,,
1460,SNES,1994.0,Fighting,Takara,0.0,0.0,0.4,0.0,0.4,,,,,Tec Toy,T
1461,SAT,1995.0,Fighting,Sega,0.0,0.0,0.4,0.0,0.4,,,,,,
1462,DS,2009.0,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,,,,,Konami,E
1463,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,,,,,,E
1464,PSP,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,,,,,,
1465,N64,1999.0,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,,,,,Acclaim Entertainment,E
1466,N64,1997.0,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4,,,,,Avalanche Software,M
1467,N64,1999.0,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4,,,,,,
1468,N64,1997.0,Racing,Kemco,0.32,0.07,0.0,0.0,0.4,,,,,Midway Games,E
1469,PSP,2009.0,Shooter,Activision,0.17,0.14,0.0,0.08,0.4,,,,,,
1470,PS,1999.0,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,,,,,Behaviour Interactive,E
1471,GBA,2001.0,Action,THQ,0.29,0.11,0.0,0.01,0.4,,,,,THQ,E
1472,DS,2009.0,Misc,Mentor Interactive,0.37,0.0,0.0,0.03,0.4,,,,,,
1473,PS,1999.0,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4,,,,,,
1474,PS3,2008.0,Misc,Disney Interactive Studios,0.08,0.26,0.0,0.06,0.4,,,,,,
1475,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4,,,,,HAL Laboratory,CERO_A
1476,PS,1999.0,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4,,,,,Jellyvision,T
1477,DS,2009.0,Action,Ubisoft,0.18,0.18,0.0,0.04,0.4,,,,,Lightstorm Entertainment,E10
1478,SNES,1995.0,Role-Playing,ChunSoft,0.0,0.0,0.4,0.0,0.4,,,,,,
1479,GC,2002.0,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,,,,,LucasArts,T
1480,PS,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4,,,,,Millennium Kitchen,CERO_A
1481,PS3,2007.0,Action,Activision,0.32,0.03,0.01,0.04,0.4,,,,,,
1482,PS,1996.0,Strategy,Virgin Interactive,0.22,0.15,0.0,0.03,0.4,,,,,Virgin Interactive Entertainment (Europe) Ltd.,M
1483,PS2,2004.0,Strategy,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,,,,,Bandai,
1484,SNES,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,,,,,,
1485,Wii,2008.0,Racing,Warner Bros. Interactive Entertainment,0.35,0.02,0.0,0.03,0.4,,,,,WB Games,E
1486,X360,2015.0,Action,Disney Interactive Studios,0.21,0.15,0.0,0.03,0.39,,,,,Disney Interactive Studios,Seven
1487,N64,1998.0,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39,,,,,EA Sports,E
1488,PSP,2011.0,Role-Playing,Level 5,0.0,0.0,0.39,0.0,0.39,,,,,,
1489,PS,1997.0,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39,,,,,Raizing,T
1490,2600,1982.0,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39,,,,,,
1491,PS2,2002.0,Shooter,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,,,,,Bandai,
1492,PS4,2015.0,Action,Deep Silver,0.13,0.18,0.03,0.06,0.39,,,,,High Voltage Software,CERO_Z
1493,GBA,2002.0,Role-Playing,Nintendo,0.0,0.0,0.39,0.0,0.39,,,,,,
1494,PS4,2015.0,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39,,,,,Arkane Studios,Eighteen
1495,XOne,2016.0,Role-Playing,Namco Bandai Games,0.26,0.09,0.0,0.04,0.39,87.0,14.0,8.6,514.0,From Software,M
1496,DS,2008.0,Misc,Activision,0.36,0.0,0.0,0.03,0.39,,,,,Activision,E10
1497,2600,1981.0,Action,Activision,0.37,0.02,0.0,0.0,0.39,,,,,Activision,E
1498,PS,1998.0,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39,,,,,,
1499,PSP,2009.0,Action,THQ,0.39,0.0,0.0,0.0,0.39,,,,,,
1500,PS,2001.0,Role-Playing,Enterbrain,0.0,0.0,0.37,0.03,0.39,,,,,Enterbrain,
1501,PSV,2012.0,Action,Konami Digital Entertainment,0.12,0.16,0.05,0.06,0.39,,,,,Konami Digital Entertainment,Eighteen
1502,3DS,2011.0,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,,,,,EA Sports,
1503,Wii,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,,,,,Bandai Namco Entertainment,
1504,N64,1999.0,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,,,,,,E
1505,N64,2000.0,Fighting,Nintendo,0.0,0.0,0.34,0.05,0.39,,,,,Noise,CERO_A
1506,N64,1998.0,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0,0.39,,,,,Acclaim Entertainment,E
1507,N64,1999.0,Action,3DO,0.31,0.07,0.0,0.0,0.39,,,,,3DO,T
1508,Wii,2009.0,Action,THQ,0.38,0.01,0.0,0.0,0.39,,,,,,
1509,GC,2005.0,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39,,,,,,
1510,Wii,2010.0,Action,Sega,0.15,0.19,0.0,0.04,0.39,,,,,Sega Corporation,E
1511,PS2,2003.0,Misc,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.39,,,,,,
1512,SNES,1991.0,Fighting,Human Entertainment,0.0,0.0,0.39,0.0,0.39,,,,,,
1513,SNES,1992.0,Fighting,Takara,0.0,0.0,0.39,0.0,0.39,,,,,,
1514,GB,2001.0,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39,,,,,,
1515,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,,,,,,
1516,Wii,2012.0,Action,Activision,0.36,0.0,0.0,0.03,0.39,,,,,,
1517,PS4,2016.0,Racing,Codemasters,0.03,0.29,0.01,0.05,0.39,,,,,,
1518,2600,1981.0,Action,Data Age,0.36,0.02,0.0,0.0,0.39,,,,,,
1519,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.36,0.03,0.39,,,,,Konami,
